,Name,Applicants total,Admissions total,Enrolled total,Percent of freshmen submitting SAT scores,Percent of freshmen submitting ACT scores,SAT Critical Reading 25th percentile score,SAT Critical Reading 75th percentile score,SAT Math 25th percentile score,SAT Math 75th percentile score,SAT Writing 25th percentile score,SAT Writing 75th percentile score,ACT Composite 25th percentile score,ACT Composite 75th percentile score,"Estimated enrollment, total","Estimated enrollment, full time","Estimated enrollment, part time","Estimated undergraduate enrollment, total","Estimated undergraduate enrollment, full time","Estimated undergraduate enrollment, part time","Estimated freshman undergraduate enrollment, total","Estimated freshman enrollment, full time","Estimated freshman enrollment, part time","Estimated graduate enrollment, total","Estimated graduate enrollment, full time","Estimated graduate enrollment, part time",Number of students receiving an Associate's degree,Percent admitted - total,Admissions yield - total,"Tuition and fees, 2010-11","Tuition and fees, 2011-12","Tuition and fees, 2012-13","Tuition and fees, 2013-14",Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,FIPS state code,Geographic region,Sector of institution,Level of institution,Control of institution,Historically Black College or University,Tribal college,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total  enrollment,Full-time enrollment,Part-time enrollment,Undergraduate enrollment,Graduate enrollment,Full-time undergraduate enrollment,Part-time undergraduate enrollment,Percent of total enrollment that are American Indian or Alaska Native,Percent of total enrollment that are Asian,Percent of total enrollment that are Black or African American,Percent of total enrollment that are Hispanic/Latino,Percent of total enrollment that are Native Hawaiian or Other Pacific Islander,Percent of total enrollment that are White,Percent of total enrollment that are two or more races,Percent of total enrollment that are Race/ethnicity unknown,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of total enrollment that are women,Percent of undergraduate enrollment that are American Indian or Alaska Native,Percent of undergraduate enrollment that are Asian,Percent of undergraduate enrollment that are Black or African American,Percent of undergraduate enrollment that are Hispanic/Latino,Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander,Percent of undergraduate enrollment that are White,Percent of undergraduate enrollment that are two or more races,Percent of undergraduate enrollment that are Race/ethnicity unknown,Percent of undergraduate enrollment that are Nonresident Alien,Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of undergraduate enrollment that are women,Percent of graduate enrollment that are American Indian or Alaska Native,Percent of graduate enrollment that are Asian,Percent of graduate enrollment that are Black or African American,Percent of graduate enrollment that are Hispanic/Latino,Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander,Percent of graduate enrollment that are White,Percent of graduate enrollment that are two or more races,Percent of graduate enrollment that are Race/ethnicity unknown,Percent of graduate enrollment that are Nonresident Alien,Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of graduate enrollment that are women,Number of first-time undergraduates - in-state,Percent of first-time undergraduates - in-state,Number of first-time undergraduates - out-of-state,Percent of first-time undergraduates - out-of-state,Number of first-time undergraduates - foreign countries,Percent of first-time undergraduates - foreign countries,Number of first-time undergraduates - residence unknown,Percent of first-time undergraduates - residence unknown,"Graduation rate - Bachelor degree within 4 years, total","Graduation rate - Bachelor degree within 5 years, total","Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,"Percent of freshmen receiving federal, state, local or institutional grant aid",Percent of freshmen  receiving federal grant aid,Percent of freshmen receiving Pell grants,Percent of freshmen receiving other federal grant aid,Percent of freshmen receiving state/local grant aid,Percent of freshmen receiving institutional grant aid,Percent of freshmen receiving student loan aid,Percent of freshmen receiving federal student loans,Percent of freshmen receiving other loan aid,Endowment assets (year end) per FTE enrollment (GASB),Endowment assets (year end) per FTE enrollment (FASB)
90,Chapman University,11750.0,5253.0,1289.0,78.0,51.0,550.0,640.0,570.0,660.0,560.0,650.0,24.0,29.0,7892.0,7071.0,821.0,6005.0,5753.0,252.0,1289.0,1284.0,5.0,1887.0,1318.0,569.0,0.0,45.0,25.0,38524.0,40234.0,42084.0,43573.0,59459.0,59459.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Midsize,Master's Colleges and Universities (larger programs),7892.0,7071.0,821.0,6005.0,1887.0,5753.0,252.0,0.0,11.0,2.0,14.0,0.0,57.0,5.0,5.0,6.0,11.0,59.0,0.0,10.0,2.0,14.0,0.0,59.0,6.0,5.0,4.0,10.0,59.0,0.0,13.0,2.0,14.0,0.0,48.0,4.0,6.0,13.0,14.0,58.0,822.0,64.0,398.0,31.0,67.0,5.0,2.0,0.0,59.0,73.0,76.0,87.0,81.0,19.0,18.0,6.0,14.0,81.0,75.0,75.0,5.0,,29744.0
91,Concordia University-Irvine,2055.0,1874.0,373.0,83.0,38.0,453.0,550.0,450.0,560.0,450.0,550.0,20.0,25.0,4046.0,3345.0,701.0,1944.0,1746.0,198.0,373.0,373.0,0.0,2102.0,1599.0,503.0,0.0,91.0,20.0,26000.0,27300.0,28500.0,29630.0,43550.0,43550.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Midsize,Master's Colleges and Universities (larger programs),4046.0,3345.0,701.0,1944.0,2102.0,1746.0,198.0,0.0,5.0,5.0,14.0,0.0,53.0,3.0,16.0,3.0,5.0,57.0,0.0,6.0,3.0,18.0,0.0,49.0,4.0,15.0,5.0,6.0,62.0,0.0,3.0,7.0,11.0,0.0,57.0,2.0,18.0,2.0,4.0,53.0,295.0,79.0,62.0,17.0,16.0,4.0,0.0,0.0,54.0,61.0,63.0,100.0,100.0,27.0,27.0,9.0,24.0,100.0,68.0,68.0,7.0,,3240.0
92,San Diego Christian College,561.0,276.0,99.0,76.0,42.0,440.0,570.0,430.0,550.0,425.0,530.0,19.0,22.0,936.0,839.0,97.0,914.0,817.0,97.0,125.0,125.0,0.0,22.0,22.0,0.0,19.0,49.0,36.0,22692.0,23814.0,25108.0,25888.0,40252.0,40252.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Baccalaureate Colleges--Arts & Sciences,914.0,817.0,97.0,892.0,22.0,795.0,97.0,1.0,2.0,15.0,15.0,1.0,38.0,4.0,25.0,0.0,3.0,53.0,1.0,2.0,15.0,15.0,1.0,37.0,3.0,25.0,0.0,3.0,53.0,0.0,5.0,5.0,9.0,0.0,41.0,18.0,23.0,0.0,5.0,68.0,,,,,,,,,31.0,39.0,41.0,100.0,98.0,67.0,67.0,10.0,26.0,87.0,94.0,94.0,10.0,,821.0
93,Claremont Graduate University,,,,,,,,,,,,,,2205.0,1504.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,2205.0,1504.0,701.0,0.0,,,,,,,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Research Universities (high research activity),2204.0,1532.0,672.0,0.0,2204.0,0.0,0.0,0.0,9.0,6.0,13.0,0.0,42.0,3.0,8.0,17.0,10.0,53.0,,,,,,,,,,,,0.0,9.0,6.0,13.0,0.0,42.0,3.0,8.0,17.0,10.0,53.0,,,,,,,,,,,,,,,,,,,,,,,144214.0
94,Claremont McKenna College,5518.0,647.0,337.0,58.0,42.0,650.0,740.0,670.0,760.0,660.0,750.0,29.0,33.0,1323.0,1319.0,4.0,1311.0,1307.0,4.0,337.0,337.0,0.0,12.0,12.0,0.0,0.0,12.0,52.0,40230.0,42240.0,44085.0,45625.0,62010.0,62010.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Baccalaureate Colleges--Arts & Sciences,1328.0,1324.0,4.0,1316.0,12.0,1312.0,4.0,0.0,11.0,4.0,11.0,0.0,44.0,8.0,8.0,15.0,11.0,48.0,0.0,11.0,4.0,11.0,0.0,44.0,8.0,8.0,15.0,11.0,48.0,0.0,0.0,8.0,0.0,0.0,33.0,0.0,17.0,42.0,0.0,33.0,127.0,38.0,143.0,42.0,67.0,20.0,0.0,0.0,84.0,91.0,93.0,53.0,49.0,11.0,11.0,0.0,7.0,49.0,16.0,9.0,11.0,,456319.0
95,Coleman University,82.0,82.0,60.0,,,,,,,,,,,810.0,706.0,104.0,513.0,409.0,104.0,55.0,55.0,0.0,297.0,297.0,,228.0,100.0,73.0,19600.0,19600.0,19600.0,20200.0,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Baccalaureate/Associate's Colleges,833.0,734.0,99.0,532.0,301.0,433.0,99.0,0.0,9.0,6.0,12.0,1.0,34.0,0.0,5.0,33.0,10.0,17.0,0.0,13.0,9.0,18.0,1.0,51.0,1.0,7.0,1.0,14.0,8.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,90.0,3.0,34.0,,,,,,,,,100.0,100.0,100.0,90.0,45.0,45.0,45.0,36.0,0.0,0.0,55.0,55.0,0.0,,
96,Dominican University of California,2322.0,1800.0,305.0,87.0,38.0,480.0,570.0,480.0,590.0,480.0,580.0,20.0,25.0,2158.0,1605.0,553.0,1603.0,1298.0,305.0,306.0,306.0,,555.0,307.0,248.0,0.0,78.0,17.0,35550.0,37350.0,39050.0,40600.0,58860.0,58860.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Master's Colleges and Universities (medium programs),2147.0,1603.0,544.0,1603.0,544.0,1298.0,305.0,1.0,14.0,4.0,19.0,1.0,38.0,3.0,18.0,2.0,15.0,75.0,1.0,17.0,4.0,22.0,1.0,32.0,3.0,18.0,2.0,18.0,74.0,1.0,6.0,3.0,12.0,1.0,56.0,1.0,16.0,5.0,7.0,77.0,264.0,86.0,37.0,12.0,0.0,0.0,5.0,2.0,36.0,51.0,53.0,98.0,98.0,31.0,31.0,16.0,28.0,98.0,92.0,92.0,9.0,,14139.0
97,Fielding Graduate University,,,,,,,,,,,,,,1289.0,1027.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,1027.0,262.0,0.0,,,,,,,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Doctoral/Research Universities,1190.0,963.0,227.0,0.0,1190.0,0.0,0.0,2.0,4.0,13.0,9.0,0.0,55.0,3.0,14.0,0.0,4.0,72.0,,,,,,,,,,,,2.0,4.0,13.0,9.0,0.0,55.0,3.0,14.0,0.0,4.0,72.0,,,,,,,,,,,,,,,,,,,,,,,4399.0
98,Fresno Pacific University,705.0,553.0,212.0,98.0,39.0,440.0,550.0,440.0,550.0,428.0,550.0,18.0,22.0,3440.0,2499.0,941.0,2463.0,2126.0,337.0,241.0,230.0,11.0,977.0,373.0,604.0,0.0,78.0,38.0,23904.0,24790.0,25336.0,25716.0,36991.0,36991.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (medium programs),3393.0,2423.0,970.0,2586.0,807.0,2137.0,449.0,1.0,4.0,5.0,37.0,1.0,42.0,2.0,7.0,2.0,5.0,69.0,1.0,4.0,5.0,40.0,0.0,39.0,2.0,7.0,2.0,4.0,68.0,2.0,4.0,6.0,30.0,1.0,50.0,1.0,6.0,1.0,5.0,71.0,,,,,,,,,43.0,53.0,54.0,99.0,99.0,55.0,55.0,2.0,55.0,97.0,68.0,68.0,2.0,,3713.0
99,Golden Gate University-San Francisco,0.0,0.0,0.0,,,,,,,,,,,3307.0,1170.0,2137.0,479.0,122.0,357.0,0.0,0.0,0.0,2828.0,1048.0,1780.0,0.0,,,,,14160.0,14400.0,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (larger programs),3227.0,1130.0,2097.0,475.0,2752.0,104.0,371.0,0.0,18.0,6.0,10.0,1.0,31.0,2.0,18.0,14.0,20.0,56.0,0.0,19.0,11.0,17.0,3.0,28.0,4.0,17.0,1.0,21.0,54.0,0.0,18.0,5.0,9.0,1.0,31.0,1.0,18.0,16.0,19.0,57.0,,,,,,,,,,,,,,,,,,,,,,,24825.0
100,Harvey Mudd College,3539.0,643.0,217.0,89.0,41.0,680.0,760.0,720.0,800.0,670.0,760.0,32.0,35.0,803.0,801.0,2.0,803.0,801.0,2.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,40390.0,42410.0,44442.0,46509.0,63860.0,63860.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Baccalaureate Colleges--Arts & Sciences,807.0,805.0,2.0,807.0,0.0,805.0,2.0,0.0,22.0,1.0,9.0,0.0,47.0,4.0,5.0,11.0,22.0,46.0,0.0,22.0,1.0,9.0,0.0,47.0,4.0,5.0,11.0,22.0,46.0,,,,,,,,,,,,,,,,,,,,86.0,89.0,91.0,75.0,71.0,16.0,16.0,14.0,9.0,71.0,41.0,40.0,2.0,,306579.0
101,Holy Names University,561.0,318.0,87.0,97.0,40.0,410.0,500.0,410.0,500.0,,,17.0,21.0,1343.0,828.0,515.0,888.0,678.0,210.0,87.0,85.0,2.0,455.0,150.0,305.0,0.0,57.0,27.0,28690.0,30390.0,31640.0,33020.0,49041.0,49041.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (medium programs),1343.0,827.0,516.0,888.0,455.0,677.0,211.0,0.0,16.0,22.0,24.0,3.0,23.0,3.0,6.0,2.0,18.0,72.0,1.0,19.0,20.0,28.0,4.0,18.0,4.0,5.0,2.0,23.0,69.0,0.0,9.0,27.0,17.0,0.0,33.0,1.0,9.0,4.0,9.0,78.0,,,,,,,,,25.0,32.0,35.0,100.0,100.0,48.0,48.0,9.0,36.0,100.0,89.0,89.0,8.0,,10735.0
102,Humboldt State University,9978.0,8000.0,1237.0,93.0,37.0,450.0,580.0,440.0,560.0,,,18.0,24.0,8293.0,7629.0,664.0,7753.0,7255.0,498.0,1368.0,1344.0,24.0,540.0,374.0,166.0,0.0,80.0,15.0,5750.0,7062.0,7135.0,7144.0,22556.0,33716.0,California,California,Far West AK CA HI NV OR WA,"Public, 4-year or above",Four or more years,Public,No,No,Town: Remote,Master's Colleges and Universities (medium programs),8293.0,7631.0,662.0,7767.0,526.0,7256.0,511.0,1.0,3.0,4.0,26.0,0.0,51.0,6.0,9.0,1.0,3.0,54.0,1.0,3.0,4.0,27.0,0.0,50.0,6.0,8.0,1.0,4.0,53.0,2.0,2.0,2.0,11.0,0.0,60.0,5.0,16.0,1.0,2.0,63.0,1250.0,91.0,113.0,8.0,5.0,0.0,0.0,0.0,11.0,29.0,40.0,74.0,61.0,46.0,46.0,2.0,44.0,48.0,61.0,61.0,3.0,3387.0,
103,Humphreys College-Stockton and Modesto Campuses,,,,,,,,,,,,,,1085.0,670.0,415.0,860.0,530.0,330.0,106.0,92.0,14.0,225.0,140.0,85.0,86.0,,,10134.0,10620.0,11160.0,11277.0,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Baccalaureate Colleges--Diverse Fields,990.0,517.0,473.0,757.0,233.0,402.0,355.0,1.0,8.0,15.0,41.0,0.0,29.0,0.0,6.0,0.0,8.0,77.0,1.0,7.0,14.0,45.0,1.0,26.0,0.0,6.0,0.0,8.0,79.0,2.0,8.0,18.0,30.0,0.0,37.0,0.0,5.0,0.0,8.0,73.0,,,,,,,,,52.0,57.0,71.0,73.0,63.0,63.0,63.0,11.0,18.0,4.0,68.0,68.0,0.0,,129.0
104,John F Kennedy University,,,,,,,,,,,,,,1090.0,516.0,574.0,251.0,113.0,138.0,0.0,0.0,0.0,839.0,403.0,436.0,0.0,,,,,,,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Master's Colleges and Universities (medium programs),1356.0,580.0,776.0,279.0,1077.0,75.0,204.0,2.0,10.0,11.0,6.0,1.0,54.0,4.0,12.0,0.0,11.0,75.0,4.0,9.0,15.0,6.0,1.0,47.0,6.0,12.0,0.0,10.0,70.0,2.0,10.0,10.0,6.0,1.0,55.0,4.0,12.0,0.0,11.0,77.0,,,,,,,,,,,,,,,,,,,,,,,3087.0
105,American Jewish University,100.0,59.0,23.0,,,,,,,,,,,219.0,191.0,28.0,108.0,106.0,2.0,7.0,7.0,0.0,111.0,85.0,26.0,0.0,59.0,39.0,24542.0,25788.0,27080.0,27900.0,46869.0,46869.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Baccalaureate Colleges--Arts & Sciences,229.0,188.0,41.0,112.0,117.0,108.0,4.0,0.0,0.0,1.0,2.0,0.0,23.0,0.0,73.0,0.0,0.0,48.0,1.0,0.0,2.0,4.0,0.0,36.0,1.0,57.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,88.0,0.0,0.0,46.0,,,,,,,,,69.0,81.0,81.0,92.0,92.0,25.0,25.0,25.0,0.0,92.0,50.0,42.0,8.0,,86488.0
106,University of La Verne,6989.0,2722.0,623.0,91.0,31.0,460.0,550.0,470.0,580.0,460.0,560.0,20.0,25.0,8798.0,5672.0,3126.0,5255.0,3749.0,1506.0,578.0,576.0,2.0,3543.0,1923.0,1620.0,0.0,39.0,23.0,29800.0,31300.0,33350.0,35000.0,51997.0,51997.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Doctoral/Research Universities,8796.0,5550.0,3246.0,5216.0,3580.0,3641.0,1575.0,0.0,5.0,6.0,40.0,0.0,25.0,3.0,10.0,10.0,6.0,59.0,0.0,5.0,6.0,48.0,0.0,26.0,3.0,8.0,2.0,6.0,58.0,0.0,5.0,6.0,28.0,0.0,24.0,2.0,12.0,22.0,6.0,61.0,,,,,,,,,39.0,56.0,59.0,97.0,96.0,47.0,47.0,7.0,45.0,96.0,73.0,73.0,14.0,,6673.0
107,Lincoln University,,,,,,,,,,,,,,474.0,424.0,50.0,109.0,64.0,45.0,38.0,27.0,11.0,365.0,360.0,5.0,11.0,,,9210.0,9220.0,10105.0,10105.0,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (smaller programs),492.0,436.0,56.0,116.0,376.0,64.0,52.0,0.0,5.0,2.0,1.0,0.0,10.0,0.0,0.0,82.0,5.0,50.0,0.0,15.0,8.0,3.0,0.0,39.0,0.0,0.0,36.0,15.0,65.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,97.0,2.0,46.0,,,,,,,,,0.0,76.0,76.0,22.0,22.0,22.0,22.0,0.0,0.0,3.0,22.0,22.0,0.0,,
108,La Sierra University,3479.0,1627.0,477.0,87.0,29.0,400.0,510.0,410.0,530.0,410.0,520.0,17.0,22.0,2440.0,2112.0,328.0,2105.0,1912.0,193.0,477.0,466.0,11.0,335.0,200.0,135.0,0.0,47.0,29.0,25881.0,27231.0,28314.0,29103.0,41490.0,41490.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (medium programs),2440.0,2112.0,328.0,2105.0,335.0,1912.0,193.0,0.0,14.0,8.0,38.0,2.0,17.0,4.0,0.0,16.0,16.0,58.0,0.0,15.0,7.0,41.0,2.0,16.0,4.0,0.0,13.0,18.0,58.0,0.0,7.0,11.0,18.0,1.0,25.0,3.0,0.0,36.0,7.0,58.0,,,,,,,,,30.0,53.0,59.0,100.0,100.0,55.0,55.0,16.0,47.0,99.0,75.0,75.0,4.0,,7322.0
109,The Master's College and Seminary,849.0,521.0,209.0,79.0,35.0,490.0,620.0,470.0,610.0,,,22.0,27.0,1456.0,1168.0,288.0,1072.0,953.0,119.0,191.0,191.0,0.0,384.0,215.0,169.0,0.0,61.0,40.0,25640.0,26650.0,27700.0,28800.0,42147.0,42147.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Baccalaureate Colleges--Diverse Fields,1499.0,1105.0,394.0,1112.0,387.0,981.0,131.0,0.0,9.0,4.0,10.0,1.0,62.0,5.0,4.0,5.0,9.0,37.0,0.0,6.0,4.0,11.0,1.0,63.0,6.0,5.0,4.0,7.0,47.0,0.0,16.0,5.0,7.0,1.0,60.0,2.0,1.0,9.0,16.0,9.0,,,,,,,,,48.0,53.0,54.0,99.0,95.0,33.0,33.0,9.0,24.0,93.0,62.0,62.0,6.0,,9560.0
110,Loyola Marymount University,11472.0,6209.0,1341.0,79.0,44.0,540.0,640.0,550.0,650.0,550.0,650.0,25.0,29.0,9661.0,8707.0,954.0,6205.0,5935.0,270.0,1341.0,1340.0,1.0,3456.0,2772.0,684.0,0.0,54.0,22.0,36622.0,37825.0,39125.0,40265.0,57379.0,57379.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (larger programs),9661.0,8710.0,951.0,6205.0,3456.0,5935.0,270.0,0.0,11.0,6.0,23.0,0.0,47.0,6.0,1.0,5.0,11.0,58.0,0.0,10.0,6.0,22.0,0.0,49.0,7.0,0.0,5.0,11.0,57.0,0.0,13.0,6.0,25.0,0.0,45.0,4.0,2.0,5.0,13.0,61.0,,,,,,,,,67.0,74.0,76.0,90.0,84.0,20.0,20.0,13.0,18.0,84.0,49.0,47.0,29.0,,48767.0
111,Menlo College,4100.0,1519.0,139.0,87.0,31.0,432.0,532.0,450.0,565.0,425.0,513.0,19.0,25.0,746.0,715.0,31.0,746.0,715.0,31.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,33550.0,35076.0,36110.0,37100.0,53834.0,53834.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Baccalaureate Colleges--Diverse Fields,745.0,712.0,33.0,745.0,0.0,712.0,33.0,0.0,7.0,6.0,21.0,2.0,36.0,8.0,7.0,13.0,9.0,38.0,0.0,7.0,6.0,21.0,2.0,36.0,8.0,7.0,13.0,9.0,38.0,,,,,,,,,,,,,,,,,,,,28.0,39.0,41.0,98.0,98.0,33.0,33.0,15.0,24.0,98.0,64.0,63.0,5.0,,38268.0
112,Mills College,1827.0,1242.0,217.0,86.0,36.0,540.0,640.0,500.0,610.0,520.0,620.0,23.0,28.0,1595.0,1424.0,171.0,985.0,922.0,63.0,217.0,217.0,0.0,610.0,502.0,108.0,0.0,68.0,17.0,37485.0,39264.0,40080.0,41494.0,56812.0,56812.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (medium programs),1595.0,1424.0,171.0,985.0,610.0,922.0,63.0,1.0,10.0,8.0,18.0,1.0,48.0,8.0,4.0,2.0,11.0,92.0,1.0,12.0,6.0,22.0,1.0,47.0,9.0,2.0,1.0,12.0,100.0,0.0,9.0,12.0,12.0,0.0,51.0,6.0,8.0,2.0,9.0,79.0,163.0,75.0,53.0,24.0,0.0,0.0,1.0,0.0,53.0,61.0,62.0,100.0,99.0,42.0,42.0,25.0,37.0,99.0,76.0,76.0,12.0,,111600.0
113,Monterey Institute of International Studies,,,,,,,,,,,,,,756.0,651.0,105.0,22.0,20.0,2.0,0.0,0.0,0.0,734.0,631.0,103.0,0.0,,,,,,,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Midsize,Master's Colleges and Universities (larger programs),731.0,651.0,80.0,22.0,709.0,20.0,2.0,0.0,6.0,1.0,8.0,0.0,45.0,3.0,10.0,26.0,6.0,65.0,0.0,9.0,5.0,18.0,0.0,50.0,0.0,18.0,0.0,9.0,18.0,0.0,6.0,1.0,7.0,0.0,45.0,4.0,10.0,27.0,6.0,66.0,,,,,,,,,,,,,,,,,,,,,,,86534.0
114,Mount St Mary's College,2316.0,1716.0,559.0,91.0,35.0,420.0,510.0,420.0,520.0,,,16.0,22.0,3274.0,2509.0,765.0,2616.0,2091.0,525.0,559.0,554.0,5.0,658.0,418.0,240.0,159.0,74.0,33.0,30132.0,31339.0,32894.0,33852.0,51100.0,51100.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (smaller programs),3274.0,2508.0,766.0,2625.0,649.0,2092.0,533.0,0.0,15.0,8.0,53.0,1.0,14.0,2.0,6.0,1.0,16.0,91.0,0.0,16.0,7.0,58.0,1.0,10.0,2.0,5.0,1.0,17.0,94.0,0.0,9.0,10.0,35.0,1.0,30.0,2.0,11.0,1.0,10.0,78.0,547.0,98.0,11.0,2.0,0.0,0.0,1.0,0.0,52.0,64.0,66.0,100.0,100.0,70.0,70.0,6.0,66.0,100.0,97.0,97.0,15.0,,42905.0
115,National University,,,,,,,,,,,,,,18221.0,9158.0,9063.0,10082.0,5237.0,4845.0,1363.0,628.0,735.0,8139.0,3921.0,4218.0,112.0,,,11088.0,11376.0,11736.0,12096.0,,,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (larger programs),18207.0,8877.0,9330.0,10074.0,8133.0,3724.0,6350.0,1.0,9.0,11.0,24.0,1.0,43.0,4.0,5.0,3.0,10.0,60.0,1.0,10.0,11.0,25.0,2.0,40.0,4.0,5.0,2.0,12.0,57.0,0.0,8.0,10.0,22.0,1.0,46.0,3.0,6.0,3.0,9.0,65.0,,,,,,,,,15.0,31.0,38.0,41.0,25.0,25.0,24.0,1.0,0.0,0.0,40.0,39.0,13.0,,19810.0
116,Notre Dame de Namur University,1922.0,1676.0,172.0,77.0,45.0,430.0,550.0,430.0,560.0,430.0,510.0,18.0,22.0,2030.0,1071.0,959.0,1213.0,826.0,387.0,172.0,172.0,0.0,817.0,245.0,572.0,0.0,87.0,10.0,28500.0,29890.0,30522.0,31126.0,49038.0,49038.0,California,California,Far West AK CA HI NV OR WA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Master's Colleges and Universities (medium programs),2030.0,1071.0,959.0,1213.0,817.0,826.0,387.0,1.0,12.0,5.0,27.0,2.0,34.0,4.0,10.0,5.0,14.0,70.0,1.0,12.0,6.0,34.0,3.0,26.0,4.0,11.0,4.0,15.0,67.0,1.0,11.0,4.0,17.0,1.0,46.0,4.0,10.0,6.0,13.0,75.0,149.0,87.0,21.0,12.0,0.0,0.0,2.0,1.0,36.0,47.0,48.0,100.0,97.0,49.0,49.0,13.0,34.0,97.0,76.0,76.0,1.0,,10368.0
